Age,Educational_Level,Income,Adults,Children,Babies,Visted_Previously,Previous_Cancellations,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Gender_M,Ethnicity_Asian American,Ethnicity_Latino,Ethnicity_caucasian,Country_region_North,Country_region_South,Country_region_West,Hotel_Type_City Hotel,Hotel_Type_Resort,Meal_Type_FB,Meal_Type_HB,Deposit_type_Non-Refundable,Deposit_type_Refundable,Booking_channel_Direct,Booking_channel_Online,Booking_Lead_Time,Total_Guests
61,2,2.0,3,2,0.0,No,No,Yes,check-out,Yes,25,201.4053626,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,61,5.0
63,2,2.0,2,3,0.0,No,No,Yes,check-out,Yes,5,123.333713,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,61,5.0
65,2,2.0,2,1,0.0,No,No,Yes,check-out,Yes,10,215.681162,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,100,3.0
67,2,0.0,4,2,0.0,No,No,No,check-out,No,0,171.2827163,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,1,6.0
55,2,0.0,1,1,0.0,Yes,Yes,Yes,check-out,No,5,147.3650509,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,13,2.0
53,4,3.0,3,1,0.0,No,No,No,check-out,No,0,101.1074233,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,48,4.0
22,2,1.0,1,2,0.0,No,No,Yes,check-out,No,0,139.4436785,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,2,3.0
46,4,1.0,1,2,0.0,No,No,Yes,check-out,Yes,15,172.8117017,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,45,3.0
40,4,2.0,4,3,0.0,Yes,Yes,Yes,check-out,No,20,222.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,0,7.0
64,2,1.0,1,1,0.0,No,No,Yes,check-out,Yes,10,185.5718374,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,70,2.0
44,3,1.0,4,2,1.0,No,No,No,check-out,No,5,153.3736428,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,80,7.0
28,2,0.0,1,2,0.0,Yes,No,No,check-out,Yes,15,194.800262,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,96,3.0
40,2,2.0,1,1,1.0,Yes,Yes,Yes,check-out,Yes,20,209.5790102,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,367,3.0
21,3,3.0,5,2,0.0,No,No,Yes,check-out,Yes,25,243.0,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,361,7.0
62,4,2.0,2,1,0.0,Yes,No,Yes,check-out,Yes,0,179.7182811,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,80,3.0
58,3,2.0,2,1,0.0,No,No,Yes,check-out,Yes,5,100.0615637,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,95,3.0
34,2,0.0,1,1,0.0,Yes,No,No,check-out,Yes,5,134.862942,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,323,2.0
31,2,1.0,5,2,2.0,No,No,Yes,check-out,Yes,5,100.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,66,9.0
37,4,0.0,1,1,0.0,No,No,No,check-out,Yes,20,162.4369496,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,76,2.0
51,3,0.0,1,1,0.0,No,No,No,check-out,Yes,0,121.5067332,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,9,2.0
47,2,1.0,2,1,0.0,No,No,Yes,check-out,Yes,5,121.0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,8,3.0
56,4,0.0,1,1,0.0,No,No,Yes,check-out,No,0,132.6983108,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0,2.0
51,2,0.0,2,1,0.0,No,No,Yes,check-out,Yes,30,238.2596558,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,19,3.0
39,4,0.0,2,1,1.0,No,No,No,check-out,Yes,5,113.6732051,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6,4.0
29,4,2.0,4,2,2.0,Yes,Yes,No,check-out,Yes,25,231.6890372,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,107,8.0
46,2,1.0,4,1,0.0,Yes,Yes,Yes,check-out,No,0,102.0379171,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,108,5.0
66,2,2.0,2,1,0.0,No,No,Yes,check-out,Yes,0,103.0756132,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,71,3.0
49,2,1.0,1,2,0.0,No,No,Yes,check-out,Yes,10,140.8360677,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,62,3.0
38,4,3.0,2,1,1.0,No,No,Yes,check-out,Yes,20,240.0,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,61,4.0
57,2,1.0,2,1,0.0,No,No,Yes,check-out,Yes,0,101.2161483,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,97,3.0
46,4,2.0,1,1,0.0,No,No,Yes,check-out,Yes,10,132.5484701,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,100,2.0
59,2,2.0,1,2,0.0,No,No,No,check-out,Yes,20,215.724944,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3.0
23,2,0.0,2,2,0.0,No,No,Yes,check-out,No,0,159.326472,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,94,4.0
32,1,1.0,3,2,0.0,Yes,Yes,Yes,check-out,Yes,0,173.7406849,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,90,5.0
28,3,0.0,2,1,2.0,Yes,No,Yes,check-out,Yes,5,145.1705985,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,94,5.0
47,4,1.0,2,1,0.0,No,No,Yes,check-out,Yes,0,150.1192286,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,99,3.0
52,3,0.0,3,1,0.0,Yes,No,No,check-out,Yes,5,114.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,25,4.0
35,4,1.0,2,2,0.0,No,No,Yes,check-out,Yes,15,174.2042575,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,72,4.0
48,3,2.0,1,2,0.0,Yes,No,No,check-out,No,5,169.2562433,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,100,3.0
26,3,1.0,1,1,0.0,No,No,Yes,check-out,Yes,0,102.0208749,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,113,2.0
30,2,0.0,5,1,2.0,Yes,Yes,No,check-out,Yes,5,158.9970999,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,101,8.0
57,2,2.0,1,3,0.0,Yes,No,Yes,check-out,No,0,124.8399863,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,84,4.0
19,2,0.0,3,2,1.0,Yes,Yes,Yes,check-out,Yes,5,102.9680133,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,77,6.0
22,2,1.0,5,2,0.0,Yes,No,Yes,check-out,No,25,214.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,51,7.0
60,1,0.0,1,2,0.0,Yes,No,Yes,check-out,Yes,15,176.2077711,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,26,3.0
23,4,2.0,1,1,2.0,No,No,Yes,check-out,Yes,5,124.3121228,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,100,4.0
55,2,2.0,4,3,0.0,No,No,Yes,check-out,Yes,0,133.9840568,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,108,7.0
58,2,2.0,3,1,0.0,No,No,No,check-out,Yes,0,128.0488768,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,90,4.0
31,4,2.0,5,1,1.0,No,No,Yes,check-out,Yes,25,240.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,88,7.0
33,2,0.0,2,1,0.0,No,No,Yes,check-out,No,10,151.4734884,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,77,3.0
41,2,1.0,3,2,0.0,No,No,Yes,check-out,Yes,5,121.522395,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,1,5.0
38,2,2.0,2,1,0.0,No,No,Yes,check-out,Yes,15,184.0130791,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,28,3.0
24,4,2.0,2,2,0.0,No,No,No,check-out,Yes,0,112.7734015,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,49,4.0
63,2,2.0,2,1,0.0,Yes,Yes,Yes,check-out,Yes,10,149.365507,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,35,3.0
58,4,2.0,2,3,0.0,No,No,Yes,check-out,No,10,136.5449425,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,71,5.0
26,4,2.0,1,1,0.0,No,No,Yes,check-out,No,0,137.8695641,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,31,2.0
20,2,0.0,2,1,0.0,No,No,Yes,check-out,Yes,5,130.0,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,30,3.0
44,2,1.0,2,1,2.0,No,No,Yes,check-out,Yes,20,203.0,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,5,5.0
38,4,2.0,3,3,0.0,Yes,Yes,Yes,check-out,Yes,10,180.8745356,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,98,6.0
64,4,1.0,5,1,0.0,No,No,Yes,check-out,Yes,0,183.5929114,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,0,6.0
29,4,0.0,2,2,0.0,Yes,No,Yes,check-out,Yes,10,185.4934209,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,99,4.0
35,2,2.0,3,1,0.0,No,No,Yes,check-out,Yes,10,187.4365184,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,98,4.0
53,1,1.0,1,1,0.0,No,No,Yes,check-out,Yes,15,195.8231337,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,7,2.0
38,4,0.0,2,1,2.0,No,No,No,check-out,No,5,186.2758093,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1,5.0
22,3,1.0,1,2,0.0,No,No,Yes,check-out,Yes,0,102.7049115,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,-1,3.0
47,3,0.0,2,2,0.0,Yes,Yes,Yes,check-out,No,5,120.205524,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,7,4.0
69,4,3.0,4,2,0.0,No,No,No,check-out,Yes,10,154.5961995,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0,6.0
25,2,3.0,2,1,0.0,No,No,Yes,check-out,Yes,15,179.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,-2,3.0
22,3,2.0,3,1,0.0,Yes,Yes,Yes,check-out,Yes,30,237.9504632,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,6,4.0
57,1,1.0,3,1,0.0,No,No,No,check-out,Yes,25,244.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,4,4.0
68,4,3.0,1,2,0.0,No,No,Yes,check-out,Yes,25,241.7300145,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0,3.0
27,2,3.0,2,2,0.0,Yes,Yes,No,check-out,No,15,166.2770987,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,43,4.0
24,4,0.0,3,1,0.0,No,No,No,check-out,Yes,0,103.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,78,4.0
61,2,1.0,1,1,0.0,Yes,No,Yes,check-out,Yes,5,134.989394,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,93,2.0
36,2,1.0,2,2,0.0,No,No,Yes,check-out,Yes,10,157.9711702,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,108,4.0
38,2,1.0,1,1,0.0,No,No,Yes,check-out,No,25,217.3362654,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,29,2.0
70,3,2.0,2,1,0.0,No,No,No,check-out,Yes,25,227.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,63,3.0
38,4,2.0,2,2,2.0,Yes,No,No,check-out,Yes,0,120.20683,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,38,6.0
58,2,1.0,1,1,0.0,No,No,Yes,check-out,Yes,0,178.9023215,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,89,2.0
26,3,0.0,1,2,2.0,No,No,Yes,check-out,Yes,20,201.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,33,5.0
37,2,1.0,1,3,0.0,No,No,No,check-out,Yes,0,131.1777936,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,92,4.0
45,2,0.0,3,1,0.0,No,No,Yes,check-out,Yes,10,144.4038201,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,93,4.0
29,4,1.0,2,1,1.0,No,No,Yes,check-out,Yes,5,145.0194009,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,28,4.0
25,4,3.0,1,2,2.0,No,No,Yes,check-out,No,0,176.0,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,100,5.0
54,1,2.0,5,1,0.0,Yes,No,No,check-out,Yes,0,160.0,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,26,6.0
18,3,2.0,3,1,0.0,No,No,Yes,check-out,Yes,0,105.9906976,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,6,4.0
54,2,2.0,4,2,0.0,Yes,No,No,check-out,Yes,0,157.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,80,6.0
33,4,1.0,1,3,0.0,No,No,Yes,check-out,Yes,10,143.9195171,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,93,4.0
35,4,2.0,2,1,1.0,No,No,Yes,check-out,No,25,210.883036,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,109,4.0
58,3,0.0,2,2,0.0,Yes,Yes,Yes,check-out,No,5,144.8604886,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,95,4.0
24,2,1.0,4,2,2.0,No,No,Yes,check-out,Yes,25,244.0,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,76,8.0
40,4,3.0,1,1,1.0,No,No,No,check-out,Yes,20,206.7213639,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,114,3.0
29,2,3.0,1,2,1.0,No,No,Yes,check-out,Yes,15,193.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,109,4.0
37,2,2.0,4,2,1.0,No,No,Yes,check-out,Yes,0,151.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,50,7.0
34,4,2.0,4,2,1.0,No,No,Yes,check-out,Yes,5,127.0,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,91,7.0
62,2,2.0,1,3,0.0,No,No,Yes,check-out,Yes,5,140.4299315,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,78,4.0
50,2,2.0,3,2,0.0,Yes,Yes,No,check-out,Yes,5,181.0,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,82,5.0
56,2,0.0,5,2,0.0,Yes,Yes,Yes,check-out,Yes,0,145.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,48,7.0
43,2,0.0,3,1,0.0,No,No,Yes,check-out,Yes,0,158.8520698,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,110,4.0
27,2,0.0,2,2,1.0,No,No,No,check-out,No,5,147.3580499,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,-1,5.0
23,4,0.0,3,3,0.0,No,No,No,check-out,Yes,10,166.7978769,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,1,6.0
27,2,0.0,2,1,1.0,Yes,No,No,check-out,No,20,211.8753214,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,6,4.0
23,4,1.0,5,2,0.0,Yes,No,Yes,check-out,Yes,10,154.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,97,7.0
21,4,1.0,2,2,1.0,No,No,No,check-out,Yes,0,117.1817488,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,93,5.0
69,4,3.0,3,3,0.0,Yes,No,Yes,check-out,Yes,0,128.7243408,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,47,6.0
25,2,3.0,2,1,0.0,No,No,Yes,check-out,Yes,15,233.0,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,65,3.0
33,4,3.0,2,1,2.0,Yes,No,Yes,check-out,Yes,0,127.4982088,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,103,5.0
50,2,1.0,5,2,0.0,No,No,No,check-out,Yes,0,181.6889572,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,25,7.0
41,2,2.0,1,2,0.0,No,No,Yes,check-out,Yes,10,159.8864579,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,30,3.0
